1.45,1.31,4.23,-0.42,-0.25,9.56,0.38,-0.25,0.13,
-0.44,2.78,4.35,-0.23,0.34,9.43,0.36,-0.22,0.17,
1.51,0.26,7.33,0.52,0.60,9.65,0.36,-0.21,0.24,
0.27,1.22,7.83,0.36,0.13,9.46,0.35,-0.20,0.32,
-0.09,0.78,6.53,0.09,0.15,9.56,0.34,-0.19,0.38,
0.53,1.04,3.63,0.29,0.02,9.66,0.33,-0.18,0.41,
-0.63,1.13,3.48,0.39,-0.02,9.58,0.31,-0.17,0.45,
-0.53,0.44,4.47,0.51,0.19,9.30,0.29,-0.17,0.49,
-0.47,0.93,2.18,0.46,-0.30,9.78,0.28,-0.16,0.50,
-0.92,1.33,1.19,0.35,-0.63,9.47,0.26,-0.15,0.51,
-1.27,1.28,3.30,0.21,-0.53,9.30,0.23,-0.14,0.54,
-1.77,1.33,6.35,-0.43,-0.64,9.50,0.20,-0.13,0.60,
-1.47,0.12,10.53,-0.32,-0.14,9.67,0.18,-0.13,0.70,
-1.74,1.57,11.37,-0.10,0.43,9.64,0.15,-0.12,0.81,
-3.10,-0.38,11.60,0.20,0.80,9.27,0.11,-0.13,0.91,
-3.33,-1.28,11.22,0.56,1.25,9.74,0.07,-0.14,1.02,
-2.72,-0.26,6.72,0.53,0.98,9.55,0.04,-0.15,1.08,
0.17,0.92,0.52,0.27,0.63,9.60,0.04,-0.14,1.07,
-0.90,-0.09,-5.68,0.26,-0.26,9.54,0.03,-0.15,1.01,
-1.28,0.81,-4.00,0.24,-0.24,9.61,0.02,-0.14,0.96,
-0.40,-0.44,-1.42,0.29,-0.28,9.51,0.01,-0.15,0.94,
-1.71,0.99,0.58,0.41,-0.01,9.51,-0.01,-0.15,0.94,
0.05,0.11,6.26,0.24,-0.62,9.44,-0.01,-0.15,1.00,
-1.30,0.61,10.93,-0.17,-0.38,9.63,-0.03,-0.15,1.10,
-0.40,0.87,11.34,-0.45,-0.32,9.64,-0.04,-0.15,1.20,
-1.13,0.47,6.92,-0.56,-0.17,9.54,-0.05,-0.14,1.26,
-0.38,0.76,2.87,-0.22,0.08,9.64,-0.06,-0.14,1.28,
-1.21,-2.31,2.61,-0.05,-0.15,9.68,-0.07,-0.16,1.30,
-1.33,-0.20,4.23,0.31,0.12,9.73,-0.09,-0.17,1.33,
-1.40,-0.52,1.82,0.55,-0.26,9.22,-0.11,-0.18,1.34,
0.21,-1.04,0.26,0.68,-0.41,9.94,-0.11,-0.19,1.33,
-1.25,0.64,-2.89,0.63,-0.54,9.60,-0.13,-0.19,1.29,
-0.15,0.76,-4.00,0.69,-0.19,9.38,-0.13,-0.19,1.25,
0.89,0.56,-0.37,0.68,-0.39,9.76,-0.13,-0.19,1.23,
-0.72,1.92,2.09,0.84,0.23,9.72,-0.14,-0.18,1.25,
0.29,1.89,1.27,0.74,0.56,9.16,-0.14,-0.17,1.25,
-0.06,2.70,-0.06,0.57,0.81,9.81,-0.14,-0.15,1.24,
0.03,1.54,0.26,0.17,0.68,9.30,-0.14,-0.14,1.24,
-0.89,1.22,3.54,-0.25,0.29,9.13,-0.15,-0.14,1.26,
-1.95,-0.72,7.51,-0.49,-0.23,9.62,-0.17,-0.15,1.33,
-2.31,-0.18,7.16,-0.83,-0.38,9.69,-0.19,-0.16,1.39,
-1.18,0.82,-0.47,-0.73,-0.48,9.78,-0.20,-0.16,1.38,
-1.85,0.29,-9.77,-0.19,-0.84,9.40,-0.23,-0.16,1.27,
-0.50,-0.31,-13.88,0.18,-0.59,9.70,-0.23,-0.16,1.13,
-0.27,0.00,-12.46,0.60,-0.29,9.56,-0.24,-0.17,0.99,
0.84,-0.64,-10.12,1.16,0.06,9.58,-0.23,-0.18,0.89,
0.37,0.03,-5.94,1.24,0.35,9.64,-0.23,-0.19,0.82,
1.21,-0.08,-2.87,0.86,0.16,9.35,-0.22,-0.19,0.79,
0.70,0.38,0.15,0.63,0.10,9.70,-0.22,-0.20,0.79,
0.63,1.22,2.89,0.24,0.14,9.61,-0.21,-0.20,0.81,
1.02,1.37,4.02,-0.05,0.23,9.40,-0.20,-0.19,0.84,
-0.66,0.31,3.63,-0.23,0.12,9.52,-0.21,-0.20,0.88,
0.69,0.44,0.99,-0.57,0.10,9.48,-0.20,-0.20,0.88,
-2.06,-0.29,-3.92,-0.68,-0.28,9.52,-0.22,-0.21,0.84,
-1.39,-0.95,-7.36,-0.49,-0.34,9.58,-0.24,-0.22,0.76,
-0.64,0.40,-8.43,-0.23,-0.58,9.68,-0.24,-0.22,0.67,
-1.05,0.11,-8.44,0.12,-0.67,9.42,-0.26,-0.22,0.58,
0.21,0.41,-8.06,0.46,-0.56,9.64,-0.26,-0.22,0.50,
-0.67,0.24,-7.60,0.63,-0.36,9.55,-0.27,-0.22,0.42,
-0.64,0.50,-5.54,0.74,-0.00,9.49,-0.28,-0.22,0.36,
0.40,0.37,-4.23,0.95,0.65,9.66,-0.28,-0.23,0.32,
-0.11,0.29,-5.50,1.04,0.79,9.41,-0.28,-0.23,0.26,
-2.47,0.53,-2.98,0.32,0.30,9.44,-0.30,-0.23,0.23,
1.62,0.82,4.76,-0.12,-0.09,9.40,-0.29,-0.23,0.28,
-1.21,-0.08,15.88,-0.80,-0.28,9.73,-0.30,-0.24,0.43,
-0.21,0.82,16.93,-0.60,0.98,9.43,-0.30,-0.24,0.60,
-1.22,0.40,9.24,-0.34,0.63,9.69,-0.31,-0.23,0.69,
-1.98,0.12,1.73,-0.56,-0.04,9.52,-0.33,-0.24,0.70,
-2.93,-0.40,-3.02,-0.47,-0.02,9.59,-0.35,-0.24,0.67,
-1.25,0.05,-3.15,0.03,-0.68,9.48,-0.36,-0.24,0.63,
-2.15,-0.44,0.66,0.41,-0.91,9.69,-0.39,-0.25,0.63,
-1.62,0.17,4.72,0.20,-0.74,9.33,-0.40,-0.25,0.68,
-0.41,0.27,7.89,0.12,-0.76,9.73,-0.41,-0.25,0.75,
-0.61,0.95,8.50,0.47,-0.68,9.51,-0.42,-0.24,0.83,
0.38,0.24,5.44,0.36,-0.71,9.50,-0.42,-0.24,0.88,
-0.69,0.73,0.06,0.31,-0.63,9.68,-0.43,-0.24,0.88,
-0.43,0.47,-4.12,0.28,-0.41,9.51,-0.44,-0.24,0.83,
0.20,1.10,-4.29,0.36,-0.41,9.56,-0.44,-0.23,0.79,
0.55,0.85,-2.60,0.44,-0.36,9.66,-0.44,-0.23,0.76,
-0.14,0.58,-1.11,0.18,-0.11,9.46,-0.44,-0.23,0.74,
0.73,1.11,0.12,0.14,0.11,9.61,-0.44,-0.22,0.74,
0.15,0.89,-0.23,0.20,0.19,9.60,-0.44,-0.22,0.73,
-0.03,0.53,-1.82,0.07,0.30,9.51,-0.45,-0.21,0.71,
-0.11,0.53,-3.24,0.03,0.32,9.63,-0.45,-0.21,0.67,
-0.58,0.53,-2.98,0.10,0.30,9.52,-0.46,-0.21,0.64,
-0.63,0.38,-1.34,0.12,0.23,9.53,-0.46,-0.21,0.62,
-0.82,0.44,1.27,0.16,0.17,9.58,-0.47,-0.21,0.63,
-0.84,0.24,3.11,0.17,0.09,9.50,-0.48,-0.21,0.66,
-0.99,0.20,3.94,0.14,0.08,9.52,-0.49,-0.22,0.70,
-0.92,0.31,3.44,0.15,0.03,9.53,-0.50,-0.22,0.73,
-1.22,0.12,2.38,0.20,-0.12,9.48,-0.51,-0.22,0.75,
-0.87,0.05,1.79,0.23,-0.21,9.56,-0.52,-0.22,0.76,
-0.95,0.44,1.59,0.21,-0.37,9.55,-0.53,-0.22,0.77,
-0.84,0.32,1.53,0.23,-0.45,9.53,-0.54,-0.23,0.79,
-0.67,0.38,1.56,0.23,-0.47,9.58,-0.54,-0.23,0.80,
-0.58,0.55,0.90,0.23,-0.45,9.55,-0.55,-0.23,0.80,
-0.26,0.37,-0.24,0.19,-0.44,9.46,-0.56,-0.23,0.80,
-0.27,0.60,-0.89,0.12,-0.40,9.61,-0.56,-0.22,0.78,
0.09,0.66,-1.57,0.15,-0.33,9.57,-0.56,-0.22,0.76,
-0.05,0.47,-1.79,0.06,-0.21,9.56,-0.57,-0.22,0.74,
-0.12,0.63,-1.71,0.06,-0.09,9.61,-0.57,-0.22,0.72,
-0.14,0.55,-1.48,0.08,-0.04,9.51,-0.57,-0.22,0.70,
-0.21,0.53,-1.42,0.09,0.06,9.52,-0.58,-0.22,0.69,
-0.38,0.49,-0.92,0.10,0.08,9.61,-0.58,-0.22,0.67,
-0.35,0.67,-0.58,0.10,0.11,9.49,-0.59,-0.21,0.66,
-0.43,0.55,-0.24,0.23,0.09,9.58,-0.59,-0.21,0.66,
-0.89,0.14,0.21,0.23,0.15,9.52,-0.60,-0.22,0.66,
-0.60,0.40,1.02,0.20,0.10,9.51,-0.61,-0.22,0.67,
-0.69,0.26,1.31,0.26,0.06,9.57,-0.61,-0.22,0.68,
-0.93,0.34,1.16,0.26,-0.01,9.53,-0.62,-0.22,0.68,
-0.66,0.31,0.98,0.28,-0.08,9.51,-0.63,-0.22,0.69,
-0.81,0.24,1.16,0.27,-0.13,9.49,-0.64,-0.22,0.70,
-0.66,0.47,1.15,0.25,-0.20,9.53,-0.64,-0.22,0.71,
-0.58,0.56,0.76,0.23,-0.32,9.53,-0.65,-0.22,0.71,
-0.55,0.43,0.78,0.17,-0.26,9.58,-0.65,-0.22,0.72,
