0.11,0.03,0.03,-0.14,-0.07,9.41,-0.32,-0.88,-0.13,

0.12,0.00,-0.06,-0.13,-0.06,9.49,-0.32,-0.88,-0.13,

0.08,-0.06,0.00,-0.15,-0.07,9.50,-0.32,-0.88,-0.13,

0.09,0.08,0.03,-0.15,-0.07,9.44,-0.32,-0.88,-0.13,

0.02,0.00,-0.05,-0.12,-0.06,9.47,-0.32,-0.88,-0.13,

0.14,-0.06,-0.11,-0.15,-0.04,9.44,-0.32,-0.88,-0.14,

0.14,-0.05,0.00,-0.13,-0.07,9.46,-0.32,-0.88,-0.14,

0.09,0.06,-0.02,-0.16,-0.04,9.48,-0.32,-0.88,-0.14,

0.08,0.17,-0.05,-0.14,-0.03,9.39,-0.32,-0.87,-0.14,

0.12,0.02,-0.02,-0.16,-0.03,9.59,-0.32,-0.87,-0.14,

0.09,0.03,0.03,-0.16,-0.05,9.39,-0.32,-0.87,-0.14,

0.14,0.14,0.02,-0.16,-0.06,9.57,-0.32,-0.87,-0.14,

-0.02,0.03,-0.05,-0.17,-0.06,9.46,-0.32,-0.87,-0.14,

0.06,-0.08,-0.02,-0.16,-0.06,9.41,-0.32,-0.87,-0.14,

0.00,0.06,-0.03,-0.15,-0.07,9.55,-0.32,-0.87,-0.14,

0.06,-0.05,0.02,-0.15,-0.04,9.38,-0.32,-0.87,-0.14,

0.14,0.11,-0.02,-0.12,-0.05,9.57,-0.32,-0.87,-0.14,

0.08,0.00,-0.06,-0.16,-0.06,9.47,-0.32,-0.87,-0.14,

0.06,0.03,-0.06,-0.12,-0.08,9.48,-0.32,-0.87,-0.14,

0.09,-0.02,0.06,-0.16,-0.09,9.51,-0.32,-0.87,-0.14,

0.11,0.06,-0.05,-0.12,-0.07,9.39,-0.32,-0.87,-0.14,

0.08,0.03,-0.03,-0.14,-0.05,9.53,-0.32,-0.87,-0.14,

0.08,0.14,-0.03,-0.13,-0.10,9.42,-0.32,-0.87,-0.14,

0.11,0.02,-0.05,-0.14,-0.03,9.48,-0.32,-0.87,-0.14,

0.06,0.05,0.03,-0.13,-0.05,9.50,-0.32,-0.87,-0.14,

0.06,-0.02,-0.08,-0.13,-0.03,9.43,-0.32,-0.87,-0.14,

0.09,0.06,0.05,-0.13,-0.08,9.54,-0.32,-0.87,-0.14,

0.08,0.08,-0.02,-0.14,-0.06,9.41,-0.32,-0.87,-0.14,

0.09,-0.03,0.02,-0.15,-0.05,9.47,-0.32,-0.87,-0.14,

0.09,0.11,0.00,-0.16,-0.06,9.48,-0.32,-0.87,-0.14,

0.05,0.02,-0.06,-0.16,-0.08,9.46,-0.32,-0.87,-0.14,

0.14,0.00,-0.02,-0.14,-0.05,9.52,-0.32,-0.87,-0.14,

0.03,0.12,0.00,-0.14,-0.06,9.40,-0.32,-0.87,-0.14,

0.09,0.03,0.02,-0.13,-0.05,9.53,-0.32,-0.87,-0.14,

0.00,0.06,-0.03,-0.14,-0.04,9.46,-0.32,-0.87,-0.14,

0.12,0.05,-0.02,-0.16,-0.06,9.44,-0.32,-0.87,-0.14,

0.09,0.06,0.02,-0.14,-0.08,9.55,-0.32,-0.87,-0.14,

0.03,0.05,0.00,-0.14,-0.05,9.40,-0.32,-0.87,-0.14,

0.11,0.05,-0.03,-0.15,-0.07,9.52,-0.32,-0.86,-0.14,

0.06,0.00,-0.05,-0.14,-0.04,9.44,-0.32,-0.87,-0.14,

0.08,0.05,0.00,-0.16,-0.06,9.45,-0.32,-0.86,-0.14,

0.00,0.11,-0.08,-0.16,-0.07,9.54,-0.32,-0.86,-0.14,

0.05,0.09,-0.06,-0.14,-0.08,9.36,-0.32,-0.86,-0.14,

0.05,0.11,-0.02,-0.14,-0.05,9.53,-0.33,-0.86,-0.14,

0.06,0.09,-0.08,-0.15,-0.05,9.45,-0.33,-0.86,-0.14,

0.09,0.08,-0.02,-0.16,-0.05,9.45,-0.33,-0.86,-0.14,

0.08,0.05,0.06,-0.16,-0.07,9.49,-0.33,-0.86,-0.14,

0.09,-0.03,-0.03,-0.15,-0.06,9.42,-0.32,-0.86,-0.14,

0.17,0.02,0.02,-0.15,-0.04,9.55,-0.32,-0.86,-0.14,

0.06,0.06,-0.08,-0.14,-0.07,9.45,-0.32,-0.86,-0.14,

0.12,0.08,-0.02,-0.14,-0.05,9.50,-0.32,-0.86,-0.14,

0.06,0.00,0.00,-0.16,-0.05,9.55,-0.32,-0.86,-0.14,

0.09,0.00,-0.02,-0.15,-0.09,9.38,-0.32,-0.86,-0.14,

0.12,-0.05,0.02,-0.15,-0.07,9.55,-0.32,-0.86,-0.14,

0.12,0.03,-0.06,-0.16,-0.07,9.38,-0.32,-0.86,-0.14,

0.14,0.06,-0.09,-0.17,-0.06,9.47,-0.32,-0.86,-0.14,

0.11,-0.02,-0.02,-0.16,-0.06,9.51,-0.32,-0.86,-0.14,

0.08,0.03,-0.02,-0.12,-0.06,9.44,-0.32,-0.86,-0.14,

0.12,-0.03,-0.14,-0.11,-0.05,9.47,-0.32,-0.87,-0.14,

0.00,0.00,0.09,-0.13,-0.06,9.55,-0.32,-0.87,-0.14,

