5.29,4.61,-15.88,-13.81,
5.29,4.61,-15.86,-13.79,
5.29,4.60,-15.86,-13.85,
5.29,4.60,-15.88,-13.85,
5.29,4.60,-15.86,-13.84,
5.29,4.60,-15.87,-13.83,
5.29,4.60,-15.88,-13.88,
5.29,4.59,-15.87,-13.85,
5.29,4.59,-15.85,-13.79,
5.29,4.59,-15.85,-13.86,
5.29,4.59,-15.88,-13.79,
5.29,4.59,-15.88,-13.77,
5.29,4.59,-15.87,-13.80,
5.29,4.59,-15.86,-13.80,
5.29,4.59,-15.88,-13.72,
5.29,4.59,-15.86,-13.76,
5.29,4.59,-15.88,-13.77,
5.29,4.59,-15.88,-13.71,
5.29,4.59,-15.86,-13.69,
5.29,4.59,-15.86,-13.77,
5.29,4.60,-15.86,-13.73,
5.29,4.60,-15.88,-13.74,
5.29,4.60,-15.87,-13.73,
5.29,4.60,-15.86,-13.77,
5.29,4.61,-15.87,-13.75,
5.29,4.61,-15.87,-13.81,
5.29,4.61,-15.85,-13.82,
5.29,4.61,-15.90,-13.82,
5.29,4.61,-15.86,-13.79,
5.29,4.61,-15.86,-13.86,
5.29,4.61,-15.88,-13.80,
5.29,4.60,-15.86,-13.83,
5.29,4.60,-15.89,-13.90,
5.29,4.60,-15.85,-13.81,
5.29,4.60,-15.87,-13.83,
5.29,4.60,-15.85,-13.87,
5.29,4.60,-15.87,-13.81,
5.29,4.60,-15.86,-13.78,
5.29,4.59,-15.89,-13.81,
5.29,4.59,-15.86,-13.84,
5.29,4.59,-15.88,-13.75,
5.29,4.59,-15.87,-13.76,
5.29,4.59,-15.86,-13.76,
5.29,4.60,-15.87,-13.73,
5.29,4.60,-15.87,-13.76,
5.29,4.60,-15.89,-13.75,
5.29,4.60,-15.85,-13.73,
5.29,4.61,-15.88,-13.75,
5.29,4.61,-15.85,-13.77,
5.29,4.61,-15.85,-13.80,
5.29,4.61,-15.87,-13.72,
5.29,4.61,-15.86,-13.83,
5.29,4.62,-15.87,-13.79,
5.29,4.62,-15.88,-13.87,
5.29,4.62,-15.86,-13.83,
5.29,4.62,-15.87,-13.87,
5.29,4.62,-15.85,-13.84,
5.29,4.62,-15.87,-13.85,
5.29,4.62,-15.87,-13.89,
5.29,4.61,-15.85,-13.89,
5.29,4.61,-15.90,-13.86,
5.29,4.61,-15.86,-13.90,
5.29,4.61,-15.88,-13.88,
5.29,4.61,-15.87,-13.85,
5.29,4.60,-15.86,-13.87,
5.29,4.60,-15.86,-13.82,
5.29,4.60,-15.87,-13.83,
5.29,4.60,-15.88,-13.82,
5.29,4.60,-15.89,-13.83,
5.29,4.60,-15.86,-13.78,
5.29,4.60,-15.85,-13.77,
5.29,4.60,-15.85,-13.80,
5.29,4.61,-15.90,-13.74,
5.29,4.61,-15.84,-13.78,
5.29,4.61,-15.86,-13.78,
5.29,4.61,-15.88,-13.82,
5.29,4.61,-15.85,-13.81,
5.29,4.61,-15.84,-13.78,
5.29,4.62,-15.87,-13.81,
5.29,4.62,-15.86,-13.80,
5.29,4.62,-15.87,-13.83,
5.29,4.62,-15.85,-13.83,
5.29,4.62,-15.86,-13.85,
5.29,4.62,-15.86,-13.87,
5.29,4.62,-15.86,-13.89,
5.29,4.62,-15.86,-13.88,
5.29,4.62,-15.85,-13.89,
5.29,4.61,-15.86,-13.91,
5.29,4.61,-15.84,-13.91,
5.29,4.61,-15.84,-13.86,
5.29,4.61,-15.86,-13.85,
5.29,4.60,-15.85,-13.89,
5.29,4.60,-15.87,-13.84,
5.29,4.60,-15.86,-13.82,
5.29,4.60,-15.85,-13.83,
5.29,4.60,-15.88,-13.83,
5.29,4.60,-15.85,-13.83,
5.29,4.60,-15.87,-13.77,
5.29,4.60,-15.86,-13.76,
5.29,4.60,-15.86,-13.80,
5.29,4.61,-15.89,-13.78,
5.29,4.61,-15.86,-13.75,
5.29,4.61,-15.88,-13.75,
5.29,4.61,-15.86,-13.83,
5.29,4.61,-15.87,-13.81,
5.29,4.61,-15.87,-13.80,
5.29,4.62,-15.87,-13.80,
5.29,4.62,-15.87,-13.82,
5.29,4.62,-15.85,-13.86,
5.29,4.62,-15.89,-13.86,
5.29,4.61,-15.87,-13.90,
5.29,4.61,-15.85,-13.86,
5.29,4.61,-15.88,-13.90,
5.29,4.61,-15.85,-13.91,
5.29,4.61,-15.85,-13.84,
5.29,4.61,-15.87,-13.85,
5.29,4.60,-15.88,-13.90,
5.29,4.60,-15.86,-13.85,
5.29,4.60,-15.85,-13.80,
5.29,4.60,-15.86,-13.83,
5.29,4.60,-15.87,-13.81,
5.29,4.60,-15.86,-13.81,
5.29,4.60,-15.87,-13.81,
5.29,4.60,-15.86,-13.78,
5.29,4.60,-15.87,-13.78,
5.29,4.60,-15.87,-13.75,
5.29,4.60,-15.86,-13.75,
5.29,4.61,-15.87,-13.74,
5.29,4.61,-15.86,-13.77,
5.29,4.61,-15.85,-13.79,
5.29,4.61,-15.86,-13.76,
5.29,4.61,-15.87,-13.81,
5.29,4.61,-15.87,-13.82,
5.29,4.62,-15.86,-13.80,
5.29,4.62,-15.86,-13.85,
