3.43,-13.82,0.00,
3.43,-13.58,0.00,
3.43,-13.75,0.00,
3.43,-13.75,0.00,
3.43,-13.66,0.00,
3.43,-13.64,0.00,
3.43,-13.72,0.00,
3.43,-13.67,0.00,
3.43,-13.78,0.00,
3.43,-13.70,0.00,
3.43,-13.69,0.00,
3.43,-13.67,0.00,
3.43,-13.73,0.00,
3.43,-13.71,0.00,
3.43,-13.65,0.00,
3.43,-13.70,0.00,
3.43,-13.74,0.00,
3.43,-13.78,0.00,
3.43,-13.61,0.00,
3.43,-13.74,0.00,
3.42,-13.61,0.00,
3.43,-13.76,0.00,
3.43,-13.72,0.00,
3.43,-13.72,0.00,
3.43,-13.67,0.00,
3.43,-13.72,0.00,
3.43,-13.68,0.00,
3.42,-13.59,0.00,
3.42,-13.62,0.00,
3.42,-13.73,0.00,
3.42,-13.58,0.00,
3.42,-13.67,0.00,
3.42,-13.59,0.00,
3.42,-13.72,0.00,
3.42,-13.51,0.00,
3.42,-13.64,0.00,
3.42,-13.74,0.00,
3.42,-13.64,0.00,
3.42,-13.76,0.00,
3.42,-13.64,0.00,
3.42,-13.64,0.00,
3.42,-13.64,0.00,
3.42,-13.64,0.00,
3.42,-13.52,0.00,
3.42,-13.70,0.00,
3.42,-13.63,0.00,
3.42,-13.61,0.00,
3.42,-13.55,0.00,
3.42,-13.68,0.00,
3.42,-13.73,0.00,
3.42,-13.62,0.00,
3.42,-13.70,0.00,
3.42,-13.66,0.00,
3.42,-13.66,0.00,
3.42,-13.70,0.00,
3.42,-13.65,0.00,
3.42,-13.71,0.00,
3.42,-13.65,0.00,
3.42,-13.69,0.00,
3.42,-13.71,0.00,
3.42,-13.66,0.00,
3.42,-13.73,0.00,
3.42,-13.68,0.00,
3.42,-13.66,0.00,
3.42,-13.61,0.00,
3.42,-13.79,0.00,
3.42,-13.65,0.00,
3.42,-13.65,0.00,
3.42,-13.70,0.00,
3.42,-13.69,0.00,
3.42,-13.70,0.00,
3.42,-13.71,0.00,
3.42,-13.71,0.00,
3.42,-13.67,0.00,
3.42,-13.65,0.00,
3.42,-13.67,0.00,
3.42,-13.69,0.00,
3.42,-13.69,0.00,
3.42,-13.65,0.00,
3.42,-13.69,0.00,
3.42,-13.69,0.00,
3.42,-13.73,0.00,
3.42,-13.64,0.00,
3.42,-13.70,0.00,
3.42,-13.66,0.00,
3.42,-13.68,0.00,
3.42,-13.72,0.00,
3.42,-13.68,0.00,
3.42,-13.81,0.00,
3.42,-13.68,0.00,
3.42,-13.78,0.00,
3.42,-13.72,0.00,
3.42,-13.75,0.00,
3.42,-13.69,0.00,
3.42,-13.77,0.00,
3.42,-13.60,0.00,
3.42,-13.78,0.00,
3.42,-13.67,0.00,
3.42,-13.65,0.00,
3.42,-13.68,0.00,
3.42,-13.77,0.00,
3.42,-13.71,0.00,
3.42,-13.59,0.00,
3.42,-13.70,0.00,
3.42,-13.66,0.00,
3.42,-13.70,0.00,
3.42,-13.72,0.00,
3.42,-13.64,0.00,
3.42,-13.68,0.00,
3.42,-13.81,0.00,
3.42,-13.59,0.00,
3.42,-13.75,0.00,
3.42,-13.70,0.00,
3.42,-13.64,0.00,
3.42,-13.77,0.00,
3.42,-13.68,0.00,
3.42,-13.70,0.00,
3.42,-13.76,0.00,
3.42,-13.76,0.00,
3.42,-13.68,0.00,
3.42,-13.70,0.00,
3.42,-13.67,0.00,
3.42,-13.71,0.00,
3.42,-13.67,0.00,
3.42,-13.65,0.00,
3.42,-13.64,0.00,
3.42,-13.68,0.00,
3.42,-13.68,0.00,
3.42,-13.68,0.00,
3.42,-13.68,0.00,
3.42,-13.68,0.00,
3.42,-13.62,0.00,
3.42,-13.80,0.00,
3.42,-13.67,0.00,
3.42,-13.68,0.00,
3.42,-13.73,0.00,
3.42,-13.83,0.00,
3.42,-13.76,0.00,
3.42,-13.63,0.00,
3.42,-13.70,0.00,
3.42,-13.69,0.00,
3.42,-13.78,0.00,
3.42,-13.67,0.00,
3.42,-13.65,0.00,
3.42,-13.69,0.00,
3.42,-13.70,0.00,
3.42,-13.59,0.00,
3.42,-13.70,0.00,
3.42,-13.68,0.00,
3.42,-13.78,0.00,
3.42,-13.61,0.00,
3.42,-13.72,0.00,
3.42,-13.66,0.00,
3.42,-13.73,0.00,
3.42,-13.73,0.00,
3.42,-13.62,0.00,
3.42,-13.62,0.00,
3.42,-13.71,0.00,
3.42,-13.60,0.00,
3.42,-13.70,0.00,
3.42,-13.55,0.01,
3.42,-13.70,0.01,
3.42,-13.78,0.02,
3.42,-13.62,0.02,
3.42,-13.65,0.04,
3.42,-13.72,0.04,
3.42,-13.75,0.04,
3.42,-13.73,0.04,
3.42,-13.73,0.04,
3.42,-13.74,0.04,
3.42,-13.65,0.04,
3.42,-13.70,0.04,
3.42,-13.63,0.04,
3.42,-13.72,0.04,
3.42,-13.68,0.05,
3.42,-13.66,0.05,
3.42,-13.62,0.05,
3.42,-13.66,0.05,
3.42,-13.65,0.05,
3.42,-13.67,0.05,
3.42,-13.74,0.05,
3.42,-13.69,0.05,
3.42,-13.65,0.05,
3.42,-13.68,0.05,
3.42,-13.68,0.05,
3.42,-13.60,0.05,
3.42,-13.68,0.05,
3.42,-13.72,0.05,
3.42,-13.68,0.05,
3.42,-13.77,0.05,
3.42,-13.66,0.05,
3.42,-13.74,0.05,
3.42,-13.62,0.05,
3.42,-13.70,0.05,
3.42,-13.70,0.05,
3.42,-13.69,0.05,
3.42,-13.78,0.05,
3.42,-13.71,0.05,
3.42,-13.71,0.05,
3.42,-13.74,0.05,
3.42,-13.63,0.05,
3.42,-13.67,0.05,
3.42,-13.69,0.05,
3.42,-13.66,0.05,
3.42,-13.71,0.05,
3.42,-13.64,0.05,
3.42,-13.77,0.05,
3.42,-13.70,0.05,
3.42,-13.71,0.05,
3.42,-13.70,0.05,
3.42,-13.70,0.05,
3.42,-13.68,0.05,
3.42,-13.72,0.05,
3.42,-13.72,0.05,
3.42,-13.72,0.05,
3.42,-13.67,0.05,
3.42,-13.72,0.05,
3.42,-13.74,0.05,
3.42,-13.67,0.05,
3.42,-13.80,0.05,
3.42,-13.64,0.06,
3.42,-13.69,0.06,
3.42,-13.66,0.06,
3.42,-13.73,0.06,
3.42,-13.71,0.06,
3.42,-13.70,0.06,
3.42,-13.64,0.07,
3.42,-13.70,0.07,
3.42,-13.68,0.07,
3.42,-13.48,0.07,
3.42,-14.00,0.08,
3.42,-13.56,0.08,
3.42,-13.68,0.08,
3.42,-13.92,0.08,
3.42,-13.10,0.09,
3.45,-17.87,0.09,
3.42,-10.02,0.10,
3.45,-16.70,0.10,
3.44,-13.17,0.10,
3.43,-12.50,0.10,
3.45,-15.75,0.10,
3.43,-11.49,0.10,
3.44,-15.17,0.11,
3.43,-12.80,0.11,
3.42,-12.37,0.11,
3.46,-18.39,0.11,
3.47,-14.87,0.11,
3.46,-13.20,0.11,
3.49,-16.99,0.11,
3.51,-16.06,0.11,
3.53,-17.35,0.11,
